Province,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region,,,,Region
,Uganda,1.373333,32.290275,24/05/2020,198,0,68,130,Africa,,,,
,Ukraine,48.3794,31.1656,24/05/2020,"20,986",617,"7,108","13,261",Europe,,,,
,United Arab Emirates,23.424076,53.847818,24/05/2020,"29,485",245,"15,056","14,184",Eastern Mediterranean,,,,
Bermuda,United Kingdom,32.3078,-64.7505,24/05/2020,133,9,81,43,Europe,,,,
Cayman Islands,United Kingdom,19.3133,-81.2546,24/05/2020,129,1,61,67,Europe,,,,
Channel Islands,United Kingdom,49.3723,-2.3644,24/05/2020,558,45,517,-4,Europe,,,,
Gibraltar,United Kingdom,36.1408,-5.3536,24/05/2020,154,0,147,7,Europe,,,,
Isle of Man,United Kingdom,54.2361,-4.5481,24/05/2020,336,24,303,9,Europe,,,,
Montserrat,United Kingdom,16.742498,-62.187366,24/05/2020,11,1,10,0,Europe,,,,
,United Kingdom,55.3781,-3.436,24/05/2020,"245,680","37,175",0,"208,505",Europe,,,,
,Uruguay,-32.5228,-55.7658,24/05/2020,769,22,618,129,Americas,,,,
,US,40,-100,24/05/2020,"1,651,289","98,754","366,736","1,185,799",Americas,,,,
,Uzbekistan,41.377491,64.585262,24/05/2020,"3,164",13,"2,565",586,Europe,,,,
,Venezuela,6.4238,-66.5897,24/05/2020,"1,121",10,262,849,Americas,,,,
,Vietnam,14.058324,108.277199,24/05/2020,325,0,267,58,Western Pacific,,,,
,Zambia,-13.133897,27.849332,24/05/2020,920,7,336,577,Africa,,,,
,Zimbabwe,-19.015438,29.154857,24/05/2020,56,4,25,27,Africa,,,,
,Dominica,15.415,-61.371,24/05/2020,16,0,16,0,Americas,,,,
,Grenada,12.1165,-61.679,24/05/2020,22,0,17,5,Americas,,,,
,Mozambique,-18.665695,35.529562,24/05/2020,194,0,0,194,Africa,,,,
,Syria,34.802075,38.996815,24/05/2020,86,4,0,82,Eastern Mediterranean,,,,
,Timor-Leste,-8.874217,125.727539,24/05/2020,24,0,0,24,South-East Asia,,,,
,Belize,17.1899,-88.4976,24/05/2020,18,2,16,0,Americas,,,,
,Laos,19.85627,102.495496,24/05/2020,19,0,14,5,Western Pacific,,,,
,Libya,26.3351,17.228331,24/05/2020,75,3,39,33,Eastern Mediterranean,,,,
,West Bank and Gaza,31.9522,35.2332,24/05/2020,423,3,357,63,Eastern Mediterranean,,,,
,Guinea-Bissau,11.8037,-15.1804,24/05/2020,"1,114",6,42,"1,066",Africa,,,,
,Mali,17.570692,-3.996166,24/05/2020,"1,030",65,597,368,Africa,,,,
,Saint Kitts and Nevis,17.357822,-62.782998,24/05/2020,15,0,15,0,Americas,,,,
Northwest Territories,Canada,64.8255,-124.8457,24/05/2020,5,0,0,5,Americas,,,,
Yukon,Canada,64.2823,-135,24/05/2020,11,0,0,11,Americas,,,,
,Kosovo,42.602636,20.902977,24/05/2020,"1,032",29,785,218,Europe,,,,
,Burma,21.9162,95.956,24/05/2020,201,6,122,73,South-East Asia,,,,
Anguilla,United Kingdom,18.2206,-63.0686,24/05/2020,3,0,3,0,Europe,,,,
British Virgin Islands,United Kingdom,18.4207,-64.64,24/05/2020,8,1,6,1,Europe,,,,
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,24/05/2020,12,1,10,1,Europe,,,,
,Botswana,-22.3285,24.6849,24/05/2020,35,1,19,15,Africa,,,,
,Burundi,-3.3731,29.9189,24/05/2020,42,1,20,21,Africa,,,,
,Sierra Leone,8.460555,-11.779889,24/05/2020,707,40,241,426,Africa,,,,
,Malawi,-13.2543,34.3015,24/05/2020,83,4,33,46,Africa,,,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,24/05/2020,13,0,13,0,Europe,,,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,24/05/2020,1,0,1,0,Europe,,,,
,South Sudan,6.877,31.307,24/05/2020,655,8,6,641,Africa,,,,
,Western Sahara,24.2155,-12.8858,24/05/2020,9,0,6,3,Africa,,,,
,Sao Tome and Principe,0.1864,6.6131,24/05/2020,251,8,4,239,Africa,,,,
,Yemen,15.552727,48.516388,24/05/2020,222,42,10,170,Eastern Mediterranean,,,,
,Comoros,-11.6455,43.3333,24/05/2020,87,1,21,65,Africa,,,,
,Tajikistan,38.861,71.2761,24/05/2020,"2,929",46,"1,301","1,582",Europe,,,,
,Lesotho,-29.61,28.2336,24/05/2020,2,0,0,2,Africa,,,,
,Afghanistan,33.93911,67.709953,25/05/2020,"11,173",219,"1,097","9,857",Eastern Mediterranean,,,,
,Albania,41.1533,20.1683,25/05/2020,"1,004",32,795,177,Europe,,,,
,Algeria,28.0339,1.6596,25/05/2020,"8,503",609,"4,747","3,147",Africa,,,,
,Andorra,42.5063,1.5218,25/05/2020,763,51,663,49,Europe,,,,
,Angola,-11.2027,17.8739,25/05/2020,70,4,18,48,Africa,,,,
,Antigua and Barbuda,17.0608,-61.7964,25/05/2020,25,3,19,3,Americas,,,,
,Argentina,-38.4161,-63.6167,25/05/2020,"12,628",467,"3,999","8,162",Americas,,,,
,Armenia,40.0691,45.0382,25/05/2020,"7,113",87,"3,145","3,881",Europe,,,,
Australian Capital Territory,Australia,-35.4735,149.0124,25/05/2020,107,3,104,0,Western Pacific,,,,
New South Wales,Australia,-33.8688,151.2093,25/05/2020,"3,092",48,"2,661",383,Western Pacific,,,,
Northern Territory,Australia,-12.4634,130.8456,25/05/2020,29,0,29,0,Western Pacific,,,,
Queensland,Australia,-27.4698,153.0251,25/05/2020,"1,057",6,"1,039",12,Western Pacific,,,,
South Australia,Australia,-34.9285,138.6007,25/05/2020,439,4,435,0,Western Pacific,,,,
Tasmania,Australia,-42.8821,147.3272,25/05/2020,228,13,202,13,Western Pacific,,,,
Victoria,Australia,-37.8136,144.9631,25/05/2020,"1,610",19,"1,533",58,Western Pacific,,,,
Western Australia,Australia,-31.9505,115.8605,25/05/2020,564,9,549,6,Western Pacific,,,,
,Austria,47.5162,14.5501,25/05/2020,"16,539",641,"15,138",760,Europe,,,,
,Azerbaijan,40.1431,47.5769,25/05/2020,"4,271",51,"2,741","1,479",Europe,,,,
,Bahamas,25.025885,-78.035889,25/05/2020,100,11,46,43,Americas,,,,
,Bahrain,26.0275,50.55,25/05/2020,"9,171",14,"4,753","4,404",Eastern Mediterranean,,,,
,Bangladesh,23.685,90.3563,25/05/2020,"35,585",501,"7,334","27,750",South-East Asia,,,,
,Barbados,13.1939,-59.5432,25/05/2020,92,7,71,14,Americas,,,,
,Belarus,53.7098,27.9534,25/05/2020,"37,144",204,"14,449","22,491",Europe,,,,
,Belgium,50.8333,4.469936,25/05/2020,"57,342","9,312","15,297","32,733",Europe,,,,
,Benin,9.3077,2.3158,25/05/2020,191,3,84,104,Africa,,,,
,Bhutan,27.5142,90.4336,25/05/2020,27,0,6,21,South-East Asia,,,,
,Bolivia,-16.2902,-63.5887,25/05/2020,"6,660",261,647,"5,752",Americas,,,,
,Bosnia and Herzegovina,43.9159,17.6791,25/05/2020,"2,406",146,"1,696",564,Europe,,,,
,Brazil,-14.235,-51.9253,25/05/2020,"374,898","23,473","153,833","197,592",Americas,,,,
,Brunei,4.5353,114.7277,25/05/2020,141,1,137,3,Western Pacific,,,,
,Bulgaria,42.7339,25.4858,25/05/2020,"2,433",130,862,"1,441",Europe,,,,
,Burkina Faso,12.2383,-1.5616,25/05/2020,832,52,672,108,Africa,,,,
,Cabo Verde,16.5388,-23.0418,25/05/2020,390,3,155,232,Africa,,,,
,Cambodia,11.55,104.9167,25/05/2020,124,0,122,2,Western Pacific,,,,
,Cameroon,3.848,11.5021,25/05/2020,"4,890",165,"1,865","2,860",Africa,,,,
Alberta,Canada,53.9333,-116.5765,25/05/2020,"6,879",138,0,"6,741",Americas,,,,
British Columbia,Canada,53.7267,-127.6476,25/05/2020,"2,530",161,0,"2,369",Americas,,,,
Manitoba,Canada,53.7609,-98.8139,25/05/2020,292,7,0,285,Americas,,,,
New Brunswick,Canada,46.5653,-66.4619,25/05/2020,121,0,0,121,Americas,,,,
Newfoundland and Labrador,Canada,53.1355,-57.6604,25/05/2020,260,3,0,257,Americas,,,,
Nova Scotia,Canada,44.682,-63.7443,25/05/2020,"1,051",58,0,993,Americas,,,,
Ontario,Canada,51.2538,-85.3232,25/05/2020,"27,302","2,210",0,"25,092",Americas,,,,
Prince Edward Island,Canada,46.5107,-63.4168,25/05/2020,27,0,0,27,Americas,,,,
Quebec,Canada,52.9399,-73.5491,25/05/2020,"47,993","4,070",0,"43,923",Americas,,,,
Saskatchewan,Canada,52.9399,-106.4509,25/05/2020,634,7,0,627,Americas,,,,
,Central African Republic,6.6111,20.9394,25/05/2020,652,1,22,629,Africa,,,,
,Chad,15.4542,18.7322,25/05/2020,687,61,244,382,Africa,,,,
,Chile,-35.6751,-71.543,25/05/2020,"88,891",761,"29,302","58,828",Americas,,,,
Anhui,China,31.8257,117.2264,25/05/2020,991,6,985,0,Western Pacific,,,,
Beijing,China,40.1824,116.4142,25/05/2020,593,9,581,3,Western Pacific,,,,
Chongqing,China,30.0572,107.874,25/05/2020,579,6,573,0,Western Pacific,,,,
Fujian,China,26.0789,117.9874,25/05/2020,357,1,355,1,Western Pacific,,,,
Gansu,China,35.7518,104.2861,25/05/2020,139,2,137,0,Western Pacific,,,,
Guangdong,China,23.3417,113.4244,25/05/2020,"1,592",8,"1,581",3,Western Pacific,,,,
Guangxi,China,23.8298,108.7881,25/05/2020,254,2,252,0,Western Pacific,,,,
Guizhou,China,26.8154,106.8748,25/05/2020,147,2,145,0,Western Pacific,,,,
Hainan,China,19.1959,109.7453,25/05/2020,169,6,162,1,Western Pacific,,,,
Hebei,China,39.549,116.1306,25/05/2020,328,6,0,322,Western Pacific,,,,
Heilongjiang,China,47.862,127.7615,25/05/2020,945,13,932,0,Western Pacific,,,,
Henan,China,37.8957,114.9042,25/05/2020,"1,276",22,0,"1,254",Western Pacific,,,,
Hong Kong,China,22.3,114.2,25/05/2020,"1,065",4,"1,030",31,Western Pacific,,,,
Hubei,China,30.9756,112.2707,25/05/2020,"68,135","4,512","63,617",6,Western Pacific,,,,
Hunan,China,27.6104,111.7088,25/05/2020,"1,019",4,"1,015",0,Western Pacific,,,,
Inner Mongolia,China,44.0935,113.9448,25/05/2020,232,1,204,27,Western Pacific,,,,
Jiangsu,China,32.9711,119.455,25/05/2020,653,0,653,0,Western Pacific,,,,
Jiangxi,China,27.614,115.7221,25/05/2020,937,1,936,0,Western Pacific,,,,
Jilin,China,43.6661,126.1923,25/05/2020,155,2,128,25,Western Pacific,,,,
Liaoning,China,41.2956,122.6085,25/05/2020,149,2,147,0,Western Pacific,,,,
Macau,China,22.1667,113.55,25/05/2020,45,0,45,0,Western Pacific,,,,
Ningxia,China,37.2692,106.1655,25/05/2020,75,0,75,0,Western Pacific,,,,
Qinghai,China,35.7452,95.9956,25/05/2020,18,0,18,0,Western Pacific,,,,
Shaanxi,China,35.1917,108.8701,25/05/2020,308,3,305,0,Western Pacific,,,,
Shandong,China,36.3427,118.1498,25/05/2020,788,7,780,1,Western Pacific,,,,
Shanghai,China,31.202,121.4491,25/05/2020,669,7,652,10,Western Pacific,,,,
Shanxi,China,37.5777,112.2922,25/05/2020,198,0,198,0,Western Pacific,,,,
Sichuan,China,30.6171,102.7103,25/05/2020,564,3,558,3,Western Pacific,,,,
Tianjin,China,39.3054,117.323,25/05/2020,192,3,188,1,Western Pacific,,,,
Tibet,China,31.6927,88.0924,25/05/2020,1,0,1,0,Western Pacific,,,,
Xinjiang,China,41.1129,85.2401,25/05/2020,76,3,73,0,Western Pacific,,,,
Yunnan,China,24.974,101.487,25/05/2020,185,2,183,0,Western Pacific,,,,
Zhejiang,China,29.1832,120.0934,25/05/2020,"1,268",1,"1,267",0,Western Pacific,,,,
,Colombia,4.5709,-74.2973,25/05/2020,"21,981",750,"5,265","15,966",Americas,,,,
,Congo (Brazzaville),-0.228,15.8277,25/05/2020,487,16,147,324,Africa,,,,
,Congo (Kinshasa),-4.0383,21.7587,25/05/2020,"2,297",67,337,"1,893",Africa,,,,
,Costa Rica,9.7489,-83.7534,25/05/2020,951,10,628,313,Americas,,,,
,Cote d'Ivoire,7.54,-5.5471,25/05/2020,"2,423",30,"1,257","1,136",Africa,,,,
,Croatia,45.1,15.2,25/05/2020,"2,244",100,"2,035",109,Europe,,,,
,Cuba,21.521757,-77.781167,25/05/2020,"1,947",82,"1,704",161,Americas,,,,
,Cyprus,35.1264,33.4299,25/05/2020,937,17,594,326,Europe,,,,
,Czechia,49.8175,15.473,25/05/2020,"9,002",317,"6,182","2,503",Europe,,,,
Faroe Islands,Denmark,61.8926,-6.9118,25/05/2020,187,0,187,0,Europe,,,,
Greenland,Greenland,71.7069,-42.6043,25/05/2020,12,0,11,1,Europe,,,,
,Denmark,56.2639,9.5018,25/05/2020,"11,387",563,"9,964",860,Europe,,,,
,Djibouti,11.8251,42.5903,25/05/2020,"2,468",14,"1,079","1,375",Eastern Mediterranean,,,,
,Dominican Republic,18.7357,-70.1627,25/05/2020,"15,073",460,"8,285","6,328",Americas,,,,
,Ecuador,-1.8312,-78.1834,25/05/2020,"37,355","3,203","18,003","16,149",Americas,,,,
,Egypt,26.820553,30.802498,25/05/2020,"17,967",783,"4,900","12,284",Eastern Mediterranean,,,,
,El Salvador,13.7942,-88.8965,25/05/2020,"1,983",35,772,"1,176",Americas,,,,
,Equatorial Guinea,1.6508,10.2679,25/05/2020,"1,043",12,165,866,Africa,,,,
,Eritrea,15.1794,39.7823,25/05/2020,39,0,39,0,Africa,,,,
,Estonia,58.5953,25.0136,25/05/2020,"1,824",65,"1,538",221,Europe,,,,
,Eswatini,-26.5225,31.4659,25/05/2020,256,2,158,96,Africa,,,,
,Ethiopia,9.145,40.4897,25/05/2020,655,5,159,491,Africa,,,,
,Fiji,-17.7134,178.065,25/05/2020,18,0,15,3,Western Pacific,,,,
,Finland,61.92411,25.748151,25/05/2020,"6,599",308,"5,100","1,191",Europe,,,,
French Guiana,France,3.9339,-53.1258,25/05/2020,353,1,146,206,Europe,,,,
French Polynesia,France,-17.6797,149.4068,25/05/2020,60,0,60,0,Europe,,,,
Guadeloupe,France,16.265,-61.551,25/05/2020,161,14,115,32,Europe,,,,
Mayotte,France,-12.8275,45.166244,25/05/2020,"1,609",20,894,695,Europe,,,,
New Caledonia,France,-20.904305,165.618042,25/05/2020,18,0,18,0,Europe,,,,
Reunion,France,-21.1151,55.5364,25/05/2020,456,1,411,44,Europe,,,,
Saint Barthelemy,France,17.9,-62.8333,25/05/2020,6,0,6,0,Europe,,,,
St Martin,France,18.0708,-63.0501,25/05/2020,40,3,33,4,Europe,,,,
Martinique,France,14.6415,-61.0242,25/05/2020,197,14,91,92,Europe,,,,
,France,46.2276,2.2137,25/05/2020,"180,166","28,407","63,542","88,217",Europe,,,,
,Gabon,-0.8037,11.6094,25/05/2020,"2,135",14,562,"1,559",Africa,,,,
,Gambia,13.4432,-15.3101,25/05/2020,25,1,17,7,Africa,,,,
,Georgia,42.3154,43.3569,25/05/2020,731,12,526,193,Europe,,,,
,Germany,51.165691,10.451526,25/05/2020,"180,600","8,309","161,199","11,092",Europe,,,,
,Ghana,7.9465,-1.0232,25/05/2020,"6,808",32,"2,070","4,706",Africa,,,,
,Greece,39.0742,21.8243,25/05/2020,"2,882",172,"1,374","1,336",Europe,,,,
,Guatemala,15.7835,-90.2308,25/05/2020,"3,760",59,274,"3,427",Americas,,,,
,Guinea,9.9456,-9.6966,25/05/2020,"3,275",20,"1,673","1,582",Africa,,,,
,Guyana,4.860416,-58.93018,25/05/2020,137,11,62,64,Americas,,,,
,Haiti,18.9712,-72.2852,25/05/2020,958,27,22,909,Americas,,,,
,Holy See,41.9029,12.4534,25/05/2020,12,0,2,10,Europe,,,,
,Honduras,15.2,-86.2419,25/05/2020,"4,189",182,473,"3,534",Americas,,,,
,Hungary,47.1625,19.5033,25/05/2020,"3,756",491,"1,711","1,554",Europe,,,,
,Iceland,64.9631,-19.0208,25/05/2020,"1,804",10,"1,791",3,Europe,,,,
,India,20.593684,78.96288,25/05/2020,"144,950","4,172","60,706","80,072",South-East Asia,,,,
,Indonesia,-0.7893,113.9213,25/05/2020,"22,750","1,391","5,642","15,717",South-East Asia,,,,
,Iran,32.427908,53.688046,25/05/2020,"137,724","7,451","107,713","22,560",Eastern Mediterranean,,,,
,Iraq,33.223191,43.679291,25/05/2020,"4,632",163,"2,811","1,658",Eastern Mediterranean,,,,
,Ireland,53.1424,-7.6921,25/05/2020,"24,698","1,606","21,060","2,032",Europe,,,,
,Israel,31.046051,34.851612,25/05/2020,"16,734",281,"14,307","2,146",Europe,,,,
,Italy,41.87194,12.56738,25/05/2020,"230,158","32,877","141,981","55,300",Europe,,,,
,Jamaica,18.1096,-77.2975,25/05/2020,556,9,238,309,Americas,,,,
,Japan,36.204824,138.252924,25/05/2020,"16,472",857,"13,612","2,003",Western Pacific,,,,
,Jordan,31.24,36.51,25/05/2020,711,9,479,223,Eastern Mediterranean,,,,
,Kazakhstan,48.0196,66.9237,25/05/2020,"8,969",35,"4,515","4,419",Europe,,,,
,Kenya,-0.0236,37.9062,25/05/2020,"1,286",52,402,832,Africa,,,,
,South Korea,35.907757,127.766922,25/05/2020,"11,225",269,"10,275",681,Western Pacific,,,,
,Kuwait,29.31166,47.481766,25/05/2020,"21,967",165,"6,621","15,181",Eastern Mediterranean,,,,
,Kyrgyzstan,41.20438,74.766098,25/05/2020,"1,433",16,992,425,Europe,,,,
,Latvia,56.8796,24.6032,25/05/2020,"1,049",22,712,315,Europe,,,,
,Lebanon,33.8547,35.8623,25/05/2020,"1,119",26,688,405,Eastern Mediterranean,,,,
,Liberia,6.428055,-9.429499,25/05/2020,265,26,141,98,Africa,,,,
,Liechtenstein,47.14,9.55,25/05/2020,82,1,81,0,Europe,,,,
,Lithuania,55.1694,23.8813,25/05/2020,"1,635",63,"1,138",434,Europe,,,,
,Luxembourg,49.8153,6.1296,25/05/2020,"3,993",110,"3,781",102,Europe,,,,
,Madagascar,-18.766947,46.869107,25/05/2020,542,2,147,393,Africa,,,,
,Malaysia,4.210484,101.975766,25/05/2020,"7,417",115,"5,979","1,323",Western Pacific,,,,
,Maldives,3.2028,73.2207,25/05/2020,"1,395",4,155,"1,236",South-East Asia,,,,
,Malta,35.9375,14.3754,25/05/2020,611,6,485,120,Europe,,,,
,Mauritania,21.0079,-10.9408,25/05/2020,262,9,15,238,Africa,,,,
,Mauritius,-20.348404,57.552152,25/05/2020,334,10,322,2,Africa,,,,
,Mexico,23.6345,-102.5528,25/05/2020,"71,105","7,633","49,452","14,020",Americas,,,,
,Moldova,47.4116,28.3699,25/05/2020,"7,147",261,"3,802","3,084",Europe,,,,
,Monaco,43.7333,7.4167,25/05/2020,98,4,90,4,Europe,,,,
,Mongolia,46.8625,103.8467,25/05/2020,141,0,33,108,Western Pacific,,,,
,Montenegro,42.708678,19.37439,25/05/2020,324,9,315,0,Europe,,,,
,Morocco,31.7917,-7.0926,25/05/2020,"7,532",200,"4,774","2,558",Eastern Mediterranean,,,,
,Namibia,-22.9576,18.4904,25/05/2020,21,0,14,7,Africa,,,,
,Nepal,28.1667,84.25,25/05/2020,682,4,112,566,South-East Asia,,,,
Aruba,Netherlands,12.5211,-69.9683,25/05/2020,101,3,95,3,Europe,,,,
Curacao,Netherlands,12.1696,-68.99,25/05/2020,18,1,14,3,Europe,,,,
Sint Maarten,Netherlands,18.0425,-63.0548,25/05/2020,77,15,59,3,Europe,,,,
,Netherlands,52.1326,5.2913,25/05/2020,"45,445","5,830",0,"39,615",Europe,,,,
,New Zealand,-40.9006,174.886,25/05/2020,"1,504",21,"1,461",22,Western Pacific,,,,
,Nicaragua,12.865416,-85.207229,25/05/2020,279,17,199,63,Americas,,,,
,Niger,17.607789,8.081666,25/05/2020,951,62,786,103,Africa,,,,
,Nigeria,9.082,8.6753,25/05/2020,"8,068",233,"2,311","5,524",Africa,,,,
,North Macedonia,41.6086,21.7453,25/05/2020,"1,999",113,"1,439",447,Europe,,,,
,Norway,60.472,8.4689,25/05/2020,"8,364",235,"7,727",402,Europe,,,,
,Oman,21.512583,55.923255,25/05/2020,"7,770",37,"1,933","5,800",Eastern Mediterranean,,,,
,Pakistan,30.3753,69.3451,25/05/2020,"57,705","1,197","18,314","38,194",Eastern Mediterranean,,,,
,Panama,8.538,-80.7821,25/05/2020,"11,183",310,"6,279","4,594",Americas,,,,
,Papua New Guinea,-6.314993,143.95555,25/05/2020,8,0,8,0,Western Pacific,,,,
,Paraguay,-23.4425,-58.4438,25/05/2020,865,11,344,510,Americas,,,,
,Peru,-9.19,-75.0152,25/05/2020,"123,979","3,629","50,949","69,401",Americas,,,,
,Philippines,12.879721,121.774017,25/05/2020,"14,319",873,"3,323","10,123",Western Pacific,,,,
,Poland,51.9194,19.1451,25/05/2020,"21,631","1,007","9,276","11,348",Europe,,,,
,Portugal,39.3999,-8.2245,25/05/2020,"30,788","1,330","17,822","11,636",Europe,,,,
,Qatar,25.3548,51.1839,25/05/2020,"45,465",26,"10,363","35,076",Eastern Mediterranean,,,,
,Romania,45.9432,24.9668,25/05/2020,"18,283","1,205","11,630","5,448",Europe,,,,
,Russia,61.52401,105.318756,25/05/2020,"353,427","3,633","118,798","230,996",Europe,,,,
,Rwanda,-1.9403,29.8739,25/05/2020,336,0,238,98,Africa,,,,
,Saint Lucia,13.9094,-60.9789,25/05/2020,18,0,18,0,Americas,,,,
,Saint Vincent and the Grenadines,12.9843,-61.2872,25/05/2020,18,0,14,4,Americas,,,,
,San Marino,43.9424,12.4578,25/05/2020,666,42,270,354,Europe,,,,
,Saudi Arabia,23.885942,45.079162,25/05/2020,"74,795",399,"45,668","28,728",Eastern Mediterranean,,,,
,Senegal,14.4974,-14.4524,25/05/2020,"3,130",35,"1,515","1,580",Africa,,,,
,Serbia,44.0165,21.0059,25/05/2020,"11,193",239,"5,920","5,034",Europe,,,,
,Seychelles,-4.6796,55.492,25/05/2020,11,0,11,0,Africa,,,,
,Singapore,1.2833,103.8333,25/05/2020,"31,960",23,"15,738","16,199",Western Pacific,,,,
,Slovakia,48.669,19.699,25/05/2020,"1,511",28,"1,307",176,Europe,,,,
,Slovenia,46.1512,14.9955,25/05/2020,"1,469",107,"1,346",16,Europe,,,,
,Somalia,5.152149,46.199616,25/05/2020,"1,689",66,235,"1,388",Eastern Mediterranean,,,,
,South Africa,-30.5595,22.9375,25/05/2020,"23,615",481,"11,917","11,217",Africa,,,,
,Spain,40.463667,-3.74922,25/05/2020,"235,400","26,834","150,376","58,190",Europe,,,,
,Sri Lanka,7.873054,80.771797,25/05/2020,"1,182",10,695,477,South-East Asia,,,,
,Sudan,12.8628,30.2176,25/05/2020,"3,976",170,503,"3,303",Eastern Mediterranean,,,,
,Suriname,3.9193,-56.0278,25/05/2020,11,1,9,1,Americas,,,,
,Sweden,60.128161,18.643501,25/05/2020,"33,843","4,029",0,"29,814",Europe,,,,
,Switzerland,46.8182,8.2275,25/05/2020,"30,746","1,913","28,200",633,Europe,,,,
,Taiwan*,23.7,121,25/05/2020,441,7,415,19,Western Pacific,,,,
,Tanzania,-6.369028,34.888822,25/05/2020,509,21,183,305,Africa,,,,
,Thailand,15.870032,100.992541,25/05/2020,"3,042",57,"2,928",57,South-East Asia,,,,
,Togo,8.6195,0.8248,25/05/2020,386,13,161,212,Africa,,,,
,Trinidad and Tobago,10.6918,-61.2225,25/05/2020,116,8,108,0,Americas,,,,
,Tunisia,33.886917,9.537499,25/05/2020,"1,051",48,919,84,Eastern Mediterranean,,,,
,Turkey,38.9637,35.2433,25/05/2020,"157,814","4,369","120,015","33,430",Europe,,,,
,Uganda,1.373333,32.290275,25/05/2020,222,0,69,153,Africa,,,,
,Ukraine,48.3794,31.1656,25/05/2020,"21,245",623,"7,234","13,388",Europe,,,,
,United Arab Emirates,23.424076,53.847818,25/05/2020,"30,307",248,"15,657","14,402",Eastern Mediterranean,,,,
Bermuda,United Kingdom,32.3078,-64.7505,25/05/2020,133,9,89,35,Europe,,,,
Cayman Islands,United Kingdom,19.3133,-81.2546,25/05/2020,134,1,61,72,Europe,,,,
Channel Islands,United Kingdom,49.3723,-2.3644,25/05/2020,559,45,517,-3,Europe,,,,
Gibraltar,United Kingdom,36.1408,-5.3536,25/05/2020,154,0,147,7,Europe,,,,
Isle of Man,United Kingdom,54.2361,-4.5481,25/05/2020,336,24,305,7,Europe,,,,
Montserrat,United Kingdom,16.742498,-62.187366,25/05/2020,11,1,10,0,Europe,,,,
,United Kingdom,55.3781,-3.436,25/05/2020,"247,287","37,297",0,"209,990",Europe,,,,
,Uruguay,-32.5228,-55.7658,25/05/2020,787,22,629,136,Americas,,,,
,US,40,-100,25/05/2020,"1,670,280","99,267","379,157","1,191,856",Americas,,,,
,Uzbekistan,41.377491,64.585262,25/05/2020,"3,189",13,"2,607",569,Europe,,,,
,Venezuela,6.4238,-66.5897,25/05/2020,"1,177",10,302,865,Americas,,,,
,Vietnam,14.058324,108.277199,25/05/2020,326,0,272,54,Western Pacific,,,,
,Zambia,-13.133897,27.849332,25/05/2020,920,7,336,577,Africa,,,,
,Zimbabwe,-19.015438,29.154857,25/05/2020,56,4,25,27,Africa,,,,
,Dominica,15.415,-61.371,25/05/2020,16,0,16,0,Americas,,,,
,Grenada,12.1165,-61.679,25/05/2020,23,0,18,5,Americas,,,,
,Mozambique,-18.665695,35.529562,25/05/2020,209,1,0,208,Africa,,,,
,Syria,34.802075,38.996815,25/05/2020,106,4,0,102,Eastern Mediterranean,,,,
,Timor-Leste,-8.874217,125.727539,25/05/2020,24,0,0,24,South-East Asia,,,,
,Belize,17.1899,-88.4976,25/05/2020,18,2,16,0,Americas,,,,
,Laos,19.85627,102.495496,25/05/2020,19,0,14,5,Western Pacific,,,,
,Libya,26.3351,17.228331,25/05/2020,75,3,40,32,Eastern Mediterranean,,,,
,West Bank and Gaza,31.9522,35.2332,25/05/2020,423,3,357,63,Eastern Mediterranean,,,,
,Guinea-Bissau,11.8037,-15.1804,25/05/2020,"1,178",7,42,"1,129",Africa,,,,
,Mali,17.570692,-3.996166,25/05/2020,"1,059",67,604,388,Africa,,,,
,Saint Kitts and Nevis,17.357822,-62.782998,25/05/2020,15,0,15,0,Americas,,,,
Northwest Territories,Canada,64.8255,-124.8457,25/05/2020,5,0,0,5,Americas,,,,
Yukon,Canada,64.2823,-135,25/05/2020,11,0,0,11,Americas,,,,
,Kosovo,42.602636,20.902977,25/05/2020,"1,038",30,791,217,Europe,,,,
,Burma,21.9162,95.956,25/05/2020,203,6,123,74,South-East Asia,,,,
Anguilla,United Kingdom,18.2206,-63.0686,25/05/2020,3,0,3,0,Europe,,,,
British Virgin Islands,United Kingdom,18.4207,-64.64,25/05/2020,8,1,6,1,Europe,,,,
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,25/05/2020,12,1,10,1,Europe,,,,
,Botswana,-22.3285,24.6849,25/05/2020,35,1,19,15,Africa,,,,
,Burundi,-3.3731,29.9189,25/05/2020,42,1,20,21,Africa,,,,
,Sierra Leone,8.460555,-11.779889,25/05/2020,735,42,293,400,Africa,,,,
,Malawi,-13.2543,34.3015,25/05/2020,101,4,33,64,Africa,,,,
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,25/05/2020,13,0,13,0,Europe,,,,
Saint Pierre and Miquelon,France,46.8852,-56.3159,25/05/2020,1,0,1,0,Europe,,,,
,South Sudan,6.877,31.307,25/05/2020,806,8,6,792,Africa,,,,
,Western Sahara,24.2155,-12.8858,25/05/2020,9,0,6,3,Africa,,,,
,Sao Tome and Principe,0.1864,6.6131,25/05/2020,299,11,4,284,Africa,,,,
